メーンディッシュ	main|dish	M_EY1_N|D_IH1_SH
コミュニティーオーガニゼーション	community|organization	K_AH0_M_Y_UW1_N_AH0_T_IY0|AO2_R_G_AH0_N_AH0_Z_EY1_SH_AH0_N
エレベーターホール	elevator|hall	EH1_L_AH0_V_EY2_T_ER0|HH_AO1_L
オートマニピュレーター	auto|manipulator	AO1_T_OW0|M_AH0_N_IH1_P_Y_AH0_L_EY2_T_ER0
モニタリングポスト	monitoring|post	M_AA1_N_AH0_T_ER0_IH0_NG|P_OW1_S_T
カップイン	cup|in	K_AH1_P|AH1_P
ティアー	tier	T_IY1_R
パストラミ	pastrami	P_AH0_S_T_R_AA1_M_IY0
オリンピックパーク	olympic|park	OW0_L_IH1_M_P_IH0_K|P_AA1_R_K
ライスワーク	rice|work	R_AY1_S|W_ER1_K
ピートポット	peat|pot	P_IY1_T|P_AA1_T
ヴァイラス	virus	V_AY1_R_AH0_S
ブンド	bund	B_AH1_N_D
プレッツェル	pretzel	P_R_EH1_T_Z_AH0_L
スプートニク	sputnik	S_P_AH1_T_N_IH0_K
ダウ	dow	D_AW1
イヤーブック	yearbook	Y_IH1_R_B_UH2_K
イースターバニー	easter|bunny	IY1_S_T_ER0|B_AH1_N_IY0
フラッシュゲーム	flash|game	F_L_AE1_SH|G_EY1_M
サイドスロー	side|throw	S_AY1_D|TH_R_OW1
メイルオーダー	mail|order	M_EY1_L|AO1_R_D_ER0
ガールハント	girl|hunt	G_ER1_L|HH_AH1_N_T
オープンフェース	open|face	OW1_P_AH0_N|F_EY1_S
プロジェクト	project	P_R_AA1_JH_EH0_K_T
サブウェー	subway	S_AH1_B_W_EY2
アーチー	archie	AA1_R_CH_IY0
イミテイション	imitation	IH2_M_AH0_T_EY1_SH_AH0_N
ショートスキー	short|ski	SH_AO1_R_T|S_K_IY1
アイボルト	eye|bolt	AY1|B_OW1_L_T
インタフェースアドレス	interface|address	IH1_N_T_ER0_F_EY2_S|AE1_D_R_EH2_S
シェイプアップ	shape|up	SH_EY1_P|AH1_P
スーパーモデル	supermodel	S_UW1_P_ER0_M_AA2_D_AH0_L
エマルション	emulsion	IH0_M_AH1_L_SH_AH0_N
ショプインショップ	shop|in|shop	SH_AA1_P|IH0_N|SH_AA1_P
ホームアンドアウエー	home|and|away	HH_OW1_M|AH0_N_D|AH0_W_EY1
トリックオアトリート	trick|or|treat	T_R_IH1_K|AO1_R|T_R_IY1_T
アクティベート	activate	AE1_K_T_AH0_V_EY2_T
クリームチーズ	cream|cheese	K_R_IY1_M|CH_IY1_Z
ブルドッグ	bulldog	B_UH1_L_D_AO2_G
ルサカ	lusaka	L_UW0_S_AA1_K_AH0
クイックビー	quick|b	K_W_IH1_K|B_IY1
ベークトアラスカ	baked|alaska	B_EY1_K_T|AH0_L_AE1_S_K_AH0
ファームチーム	farm|team	F_AA1_R_M|T_IY1_M
プロジェクトタスク	project|task	P_R_AA1_JH_EH0_K_T|T_AE1_S_K
インターネットビジネス	internet|business	IH1_N_T_ER0_N_EH2_T|B_IH1_Z_N_AH0_S
ソフトカバー	soft|cover	S_AA1_F_T|K_AH1_V_ER0
クシェット	couchette	K_UW2_SH_EH1_T
ボリュームコントロール	volume|control	V_AA1_L_Y_UW0_M|K_AH0_N_T_R_OW1_L
アテンド	attend	AH0_T_EH1_N_D
インクルージョン	inclusion	IH2_N_K_L_UW1_ZH_AH0_N
アマチュアマラソン	amateur|marathon	AE1_M_AH0_CH_ER2|M_EH1_R_AH0_TH_AA2_N
イドラ	idola	IH2_D_OW1_L_AH0
アスピリン	aspirin	AE1_S_P_R_IH0_N
キャピタルゲイン	capital|gain	K_AE1_P_IH0_T_AH0_L|G_EY1_N
ウインナー	wiener	W_IY1_N_ER0
タイプスタイル	type|style	T_AY1_P|S_T_AY1_L
アナログレコード	analogue|record	AE1_N_AH0_L_AO2_G|R_AH0_K_AO1_R_D
ガット	gut	G_AH1_T
システムインテグレーター	system|integrator	S_IH1_S_T_AH0_M|IH1_N_T_AH0_G_R_EY2_T_ER0
テキストフォーマット	text|format	T_EH1_K_S_T|F_AO1_R_M_AE2_T
スコンク	skunk	S_K_AH1_NG_K
フライ	fry	F_R_AY1
アルバム	album	AE1_L_B_AH0_M
マクロプロジェクト	macro|project	M_AE1_K_R_OW0|P_R_AA1_JH_EH0_K_T
レーズンブレッド	raisin|bread	R_EY1_Z_IH0_N|B_R_EH1_D
バイ	by	B_AY1
スパイカー	spiker	S_P_AY1_K_ER0
キャッシュサービスコーナー	cash|service|corner	K_AE1_SH|S_ER1_V_AH0_S|K_AO1_R_N_ER0
メリノー	merino	M_ER0_IY1_N_OW0
ラブリー	lovely	L_AH1_V_L_IY0
デジタルクーポン	digital|coupon	D_IH1_JH_AH0_T_AH0_L|K_UW1_P_AO2_N
ビアマグ	beer|mug	B_IH1_R|M_AH1_G
パイソン	python	P_AY1_TH_AA0_N
ジーメンス	siemens	S_IY1_M_AH0_N_Z
コマーシャルベース	commercial|base	K_AH0_M_ER1_SH_AH0_L|B_EY1_S
コンバーティブル	convertible	K_AH0_N_V_ER1_T_AH0_B_AH0_L
アトラス	atlas	AE1_T_L_AH0_S
ホイッスルブロウワー	whistle|blower	W_IH1_S_AH0_L|B_L_OW1_ER0
ファッキン	fucking	F_AH1_K_IH0_NG
グラグ	gulag	G_Y_UW1_L_AE0_G
ドレーピング	draping	D_R_EY1_P_IH0_NG
ゲイムセンター	game|center	G_EY1_M|S_EH1_N_T_ER0
アイシェード	eyeshade	AY1_SH_EY2_D
カードエッジコネクタ	card|connector	K_AA1_R_D|K_AH0_N_EH1_K_T_ER0
ポルチコ	portico	P_AO1_R_T_AH0_K_OW2
アースクエイク	earthquake	ER1_TH_K_W_EY2_K
ハンバーガー	hamburger	HH_AE1_M_B_ER0_G_ER0
キャリアサイド	carrier|side	K_AE1_R_IY0_ER0|S_AY1_D
アップストリーム	upstream	AH1_P_S_T_R_IY1_M
グロバリゼーション	globalization	G_L_OW2_B_AH0_L_IH0_Z_EY1_SH_AH0_N
ドラッグストア	drugstore	D_R_AH1_G_S_T_AO2_R
ドルフィン	dolphin	D_AA1_L_F_AH0_N
ブロム	brom	B_R_AA1_M
フィールディング	fielding	F_IY1_L_D_IH0_NG
ビヒクル	vehicle	V_IY1_HH_IH0_K_AH0_L
アプリケーションテクノロジ	application|technology	AE2_P_L_AH0_K_EY1_SH_AH0_N|T_EH0_K_N_AA1_L_AH0_JH_IY0
ドッグイア	dog|ear	D_AO1_G|IY1_R
キャンティ	chianti	CH_IY0_AE1_N_T_IY0
デプロイ	deploy	D_IH0_P_L_OY1
フォトシンセシス	photosynthesis	F_OW2_T_OW0_S_IH1_N_TH_AH0_S_IH0_S
チャンピオンシップポイント	championship|point	CH_AE1_M_P_IY0_AH0_N_SH_IH2_P|P_OY1_N_T
ヴィジランス	vigilance	V_IH1_JH_AH0_L_AH0_N_S
チューンアップ	tune|up	T_UW1_N|AH1_P
アルカイーダ	al|qaeda	AE1_L|K_AY1_D_AA0
ガーデニング	gardening	G_AA1_R_D_AH0_N_IH0_NG
トップボール	top|ball	T_AA1_P|B_AO1_L
オーディオ	audio	AA1_D_IY0_OW2
ガソリンスタンド	gas|stand	G_AE1_S|S_T_AE1_N_D
ボヤール	boyar	B_OW0_Y_AA1_R
ソウルフード	soul|food	S_OW1_L|F_UW1_D
ニューメディアアート	new|media|art	N_UW1|M_IY1_D_IY0_AH0|AA1_R_T
ケーキドーナツ	cake|doughnut	K_EY1_K|D_OW1_N_AH2_T
ポケット	pocket	P_AA1_K_AH0_T
マウスボタン	mouse|button	M_AW1_S|B_AH1_T_AH0_N
チキンカレー	chicken|curry	CH_IH1_K_AH0_N|K_AH1_R_IY0
ブッフェ	buffet	B_AH1_F_AH0_T
フラップポケット	flap|pocket	F_L_AE1_P|P_AA1_K_AH0_T
バイタル	vital	V_AY1_T_AH0_L
デタッチ	detach	D_IH1_T_AE2_CH
デーリーサテライトフィード	daily|satellite|feed	D_EY1_L_IY0|S_AE1_T_AH0_L_AY2_T|F_IY1_D
バレル	barrel	B_AE1_R_AH0_L
ボイル	boil	B_OY1_L
スカラシップ	scholarship	S_K_AA1_L_ER0_SH_IH2_P
パラノイア	paranoia	P_EH2_R_AH0_N_OY1_AH0
ケミストリー	chemistry	K_EH1_M_IH0_S_T_R_IY0
プロトコルスタック	protocol|stack	P_R_OW1_T_AH0_K_AA2_L|S_T_AE1_K
リスクテイク	risk|take	R_IH1_S_K|T_EY1_K
サーキットトレーニング	circuit|training	S_ER1_K_AH0_T|T_R_EY1_N_IH0_NG
テニスプレイヤー	tennis|player	T_EH1_N_AH0_S|P_L_EY1_ER0
オンリー	only	OW1_N_L_IY0
ビスマス	bismuth	B_IH1_Z_M_AH0_TH
トライアルアンドエラー	trial|and|error	T_R_AY1_AH0_L|AH0_N_D|EH1_R_ER0
アカウンタビリティ	accountability	AH0_K_AW1_N_T_AH0_B_IH2_L_IH0_T_IY0
レボリューション	revolution	R_EH2_V_AH0_L_UW1_SH_AH0_N
メインアンプ	main|amp	M_EY1_N|AE1_M_P
メモリースイッチ	memory|switch	M_EH1_M_ER0_IY0|S_W_IH1_CH
ローデングリーン	loden|green	L_OW1_D_AH0_N|G_R_IY1_N
ユウル	yule	Y_UW1_L
エンタテイメンツ	entertainments	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T_S
ディスクパック	disk|pack	D_IH1_S_K|P_AE1_K
マグネトロン	magnetron	M_AE1_G_N_AH0_T_R_AA2_N
サンクスギビングデー	thanksgiving|day	TH_AE2_NG_K_S_G_IH1_V_IH0_NG|D_EY1
フラップ	flap	F_L_AE1_P
マイバッグ	my|bag	M_AY1|B_AE1_G
プラスター	plaster	P_L_AE1_S_T_ER0
ロッカールーム	locker|room	L_AA1_K_ER0|R_UW1_M
エアダクト	air|duct	EH1_R|D_AH1_K_T
リガ	riga	R_IY1_G_AH0
トランジット	transit	T_R_AE1_N_Z_IH0_T
チルドキャスチング	chilled|casting	CH_IH1_L_D|K_AE1_S_T_IH0_NG
アイ	eye	AY1
プルーン	prune	P_R_UW1_N
ラジオコンパス	radio|compass	R_EY1_D_IY0_OW2|K_AH1_M_P_AH0_S
ハッシュブラウン	hash|brown	HH_AE1_SH|B_R_AW1_N
グローサリー	grocery	G_R_OW1_S_ER0_IY0
ディヴェルティメント	divertimento	D_IH0_V_ER2_T_AH0_M_EH1_N_T_OW2
トレーニングウィザード	training|wizard	T_R_EY1_N_IH0_NG|W_IH1_Z_ER0_D
デュープリケート	duplicate	D_UW1_P_L_AH0_K_AH0_T
チャコール	charcoal	CH_AA1_R_K_OW2_L
アドベント	advent	AE1_D_V_EH2_N_T
コードレス	cordless	K_AO1_R_D_L_AH0_S
コンソールテーブル	console|table	K_AA1_N_S_OW0_L|T_EY1_B_AH0_L
チームプレイ	team|play	T_IY1_M|P_L_EY1
ワースト	worst	W_ER1_S_T
マルチメディアエクステンション	multimedia|extension	M_AH2_L_T_IY0_M_IY1_D_IY0_AH0|IH0_K_S_T_EH1_N_SH_AH0_N
ロードセットピリオド	load|set|period	L_OW1_D|S_EH1_T|P_IH1_R_IY0_AH0_D
ベリーロール	belly|roll	B_EH1_L_IY0|R_OW1_L
レセプター	receptor	R_IY0_S_EH1_P_T_ER0
コンカレントアクセス	concurrent|access	K_AH0_N_K_ER1_AH0_N_T|AE1_K_S_EH2_S
トラッシュ	trash	T_R_AE1_SH
データパイプ	data|pipe	D_EY1_T_AH0|P_AY1_P
ユータナジー	euthanasia	Y_UW2_TH_AH0_N_EY1_ZH_AH0
クラトン	craton	K_R_AE1_T_AH0_N
ホッケーリンク	hockey|rink	HH_AA1_K_IY0|R_IH1_NG_K
カモフラージュ	camouflage	K_AE1_M_AH0_F_L_AA2_ZH
ダブルイメージ	double|image	D_AH1_B_AH0_L|IH1_M_AH0_JH
チェレスタ	celesta	S_IH0_L_EH1_S_T_AH0
ニューファウンドランド	newfoundland	N_UW1_F_AH0_N_D_L_AH0_N_D
エスパーニャ	espana	EH0_S_P_AE1_N_Y_AH0
グローバルデータ	global|data	G_L_OW1_B_AH0_L|D_EY1_T_AH0
ミックストリアリティー	mixed|reality	M_IH1_K_S_T|R_IY2_AE1_L_AH0_T_IY2
フレームシーケンス	frame|sequence	F_R_EY1_M|S_IY1_K_W_AH0_N_S
ピクニック	picnic	P_IH1_K_N_IH2_K
サルサソース	salsa|sauce	S_AA1_L_S_AH0|S_AO1_S
プレフィクス	prefix	P_R_IY1_F_IH0_K_S
ボム	bomb	B_AA1_M
オーバーフロールーチング	overflow|routing	OW1_V_ER0_F_L_OW2|R_AW1_T_IH0_NG
チャフ	chaff	CH_AE1_F
レンタルルーム	rental|room	R_EH1_N_T_AH0_L|R_UW1_M
アプライアンスサーバ	appliance|server	AH0_P_L_AY1_AH0_N_S|S_ER1_V_ER0
カルマンフィルター	kalman|filter	K_AE1_L_M_AH0_N|F_IH1_L_T_ER0
テレキャスト	telecast	T_EH1_L_AH0_K_AE2_S_T
レフティー	lefty	L_EH1_F_T_IY0
ジャイロスコープ	gyroscope	JH_AY1_R_AH0_S_K_OW2_P
アフィリエートー	affiliate	AH0_F_IH1_L_IY0_EY2_T
ラジカル	radical	R_AE1_D_IH0_K_AH0_L
レッグオブマトンスリーブ	leg|of|mutton|sleeve	L_EH1_G|AH1_V|M_AH1_T_AH0_N|S_L_IY1_V
セレニウム	selenium	S_AH0_L_IY1_N_IY0_AH0_M
ベルマーク	bell|mark	B_EH1_L|M_AA1_R_K
ミエリン	myelin	M_AY1_IH0_L_IH0_N
スキャナー	scanner	S_K_AE1_N_ER0
グロリア	gloria	G_L_AO1_R_IY0_AH0
ベベルギヤ	bevel|gear	B_EH1_V_AH0_L|G_IH1_R
ジャーナルクラブ	journal|club	JH_ER1_N_AH0_L|K_L_AH1_B
パキスタン	pakistan	P_AE1_K_IH0_S_T_AE2_N
サンフィッシュ	sunfish	S_AH1_N_F_IH2_SH
テキストオブジェクト	text|object	T_EH1_K_S_T|AA1_B_JH_EH0_K_T
コーディネート	coordinate	K_OW0_AO1_R_D_AH0_N_AH0_T
インデックスバッファ	index|buffer	IH1_N_D_EH0_K_S|B_AH1_F_ER0
ベイオニット	bayonet	B_EY1_AH0_N_EH2_T
ケッチリグ	ketch|rig	K_EH1_CH|R_IH1_G
マタニティーブラ	maternity|bra	M_AH0_T_ER1_N_IH0_T_IY0|B_R_AA1
トランスミュージック	trance|music	T_R_AE1_N_S|M_Y_UW1_Z_IH0_K
トンネル	tunnel	T_AH1_N_AH0_L
フラットパネルディスプレイ	flat|panel|display	F_L_AE1_T|P_AE1_N_AH0_L|D_IH0_S_P_L_EY1
イヤフォン	earphone	IH1_R_F_OW2_N
アップサイドダウンケーキ	upside-down|cake	AH2_P_S_AY1_D_AW2_N|K_EY1_K
サービスコート	service|court	S_ER1_V_AH0_S|K_AO1_R_T
イリュージョン	illusion	IH2_L_UW1_ZH_AH0_N
インプレメント	implement	IH1_M_P_L_AH0_M_AH0_N_T
ダウンジャケット	down|jacket	D_AW1_N|JH_AE1_K_AH0_T
コンベックス	convex	K_AH0_N_V_EH1_K_S
ライセンサー	licenser	L_AY1_S_AH0_N_S_ER0
モメント	moment	M_OW1_M_AH0_N_T
カセットレコーダー	cassette|recorder	K_AH0_S_EH1_T|R_IH0_K_AO1_R_D_ER0
エリキシル	elixir	IH0_L_IH1_K_S_ER0
チャリティーコンサート	charity|concert	CH_EH1_R_IH0_T_IY0|K_AA1_N_S_ER0_T
リモートアクセス	remote|access	R_IH0_M_OW1_T|AE1_K_S_EH2_S
スケーラー	scalar	S_K_EY1_L_ER0
カーゴカルト	cargo|cult	K_AA1_R_G_OW2|K_AH1_L_T
フレンチエンジェルフィッシュ	french|angelfish	F_R_EH1_N_CH|EY1_N_JH_AH0_L_F_IH2_SH
カウンセラー	counselor	K_AW1_N_S_AH0_L_ER0
トラベルウォッチ	travel|watch	T_R_AE1_V_AH0_L|W_AA1_CH
アニメーション	animation	AE2_N_AH0_M_EY1_SH_AH0_N
アカプルコ	acapulco	AE2_K_AH0_P_UH1_L_K_OW0
ゲートウェーサービス	gateway|service	G_EY1_T_W_EY2|S_ER1_V_AH0_S
ウェイト	weight	W_EY1_T
グルコース	glucose	G_L_UW1_K_OW2_S
マイン	mine	M_AY1_N
ソーテルヌ	sauterne	S_OW0_T_ER1_N
コクテール	cocktail	K_AA1_K_T_EY2_L
メッセージハンドラ	message|handler	M_EH1_S_AH0_JH|HH_AE1_N_D_L_ER0
フィードストックリサイクル	feedstock|recycle	F_IY1_D_S_T_AA2_K|R_IY0_S_AY1_K_AH0_L
フリートーク	free|talk	F_R_IY1|T_AO1_K
フライギャラリー	fly|gallery	F_L_AY1|G_AE1_L_ER0_IY0
ネオポリス	neopolis	N_IY0_AO1_P_AH0_L_IH0_S
ブラックパンサー	black|panther	B_L_AE1_K|P_AE1_N_TH_ER0
メチルバイオレット	methyl|violet	M_EH1_TH_AH0_L|V_AY1_AH0_L_IH0_T
エンジニアリングワークステーション	engineering|workstation	EH1_N_JH_AH0_N_IH1_R_IH0_NG|W_ER1_K_S_T_EY2_SH_AH0_N
ウェルメードー	well|made	W_EH1_L|M_EY2_D
バイバイ	bye|bye	B_AY1|B_AY1
トルクコンバーター	torque|converter	T_AO1_R_K|K_AH0_N_V_ER1_T_ER0
スイートピー	sweet|pea	S_W_IY1_T|P_IY1
エンゼルフィッシュ	angelfish	EY1_N_JH_AH0_L_F_IH2_SH
インテリアプランナー	interior|planner	IH2_N_T_IH1_R_IY0_ER0|P_L_AE1_N_ER0
ノンストップ	nonstop	N_AA2_N_S_T_AA1_P
リカバリーディスク	recovery|disc	R_IH0_K_AH1_V_R_IY0|D_IH1_S_K
マキシ	maxi	M_AE1_K_S_IY0
ソユーズ	soyuz	S_OY1_AH0_Z
ネオダダ	neo|dada	N_IY1_OW0|D_AA1_D_AA2
テキサスリーガー	texas|leaguer	T_EH1_K_S_AH0_S|L_IY1_G_ER0
アスファルトコンクリート	asphalt|concrete	AE1_S_F_AO2_L_T|K_AH0_N_K_R_IY1_T
アイブラウ	eyebrow	AY1_B_R_AW2
アイビ	ivy	AY1_V_IY0
エイトビート	eight|beat	EY1_T|B_IY1_T
クリスマスカード	christmas|card	K_R_IH1_S_M_AH0_S|K_AA1_R_D
カウンセリング	counseling	K_AW1_N_S_AH0_L_IH0_NG
ジャネット	janet	JH_AE1_N_AH0_T
プロジェクトデザイナ	project|designer	P_R_AA1_JH_EH0_K_T|D_IH0_Z_AY1_N_ER0
サージング	surging	S_ER1_JH_IH0_NG
フィールドアップグレード	field|upgrade	F_IY1_L_D|AH0_P_G_R_EY1_D
バトカ	vodka	V_AA1_D_K_AH0
ハーフウェイ	halfway	HH_AE1_F_W_EY1
プロファイルプロパティ	profile|property	P_R_OW1_F_AY2_L|P_R_AA1_P_ER0_T_IY0
アクセス	access	AE1_K_S_EH2_S
テキストユーザインタフェース	text|user|interface	T_EH1_K_S_T|Y_UW1_Z_ER0|IH1_N_T_ER0_F_EY2_S
プレミア	premier	P_R_IY0_M_IH1_R
プロレスラー	pro|wrestler	P_R_OW1|R_EH1_S_AH0_L_ER0
デイケア	day|care	D_EY1|K_EH1_R
ファイルグループクラス	file|group|class	F_AY1_L|G_R_UW1_P|K_L_AE1_S
レタッチ	retouch	R_IY0_T_AH1_CH
リミテッド	limited	L_IH1_M_AH0_T_AH0_D
ボルドー	bordeaux	B_AO0_R_D_OW1
ソーシャリズム	socialism	S_OW1_SH_AH0_L_IH2_Z_AH0_M
イスラミックステート	islamic|state	IH2_Z_L_AA1_M_IH0_K|S_T_EY1_T
ダート	dirt	D_ER1_T
サファリ	safari	S_AH0_F_AA1_R_IY0
オーボエ	oboe	OW1_B_OW0
キンタル	quintal	K_W_IH1_N_T_AH0_L
オールオーディナリーズ	all|ordinaries	AO1_L|AO1_R_D_AH0_N_EH2_R_IY0_Z
ネガティブキャンペーン	negative|campaign	N_EH1_G_AH0_T_IH0_V|K_AE0_M_P_EY1_N
ラジオカー	radio|car	R_EY1_D_IY0_OW2|K_AA1_R
オープニングイベント	opening|event	OW1_P_AH0_N_IH0_NG|IH0_V_EH1_N_T
キーノー	keno	K_IY1_N_OW0
バッテリ	battery	B_AE1_T_ER0_IY0
ポイントアンドフィギュア	point|and|figure	P_OY1_N_T|AH0_N_D|F_IH1_G_Y_ER0
バルクライン	bulk|line	B_AH1_L_K|L_AY1_N
パケット	packet	P_AE1_K_AH0_T
レリーフ	relief	R_IH0_L_IY1_F
セントハウンド	scent|hound	S_EH1_N_T|HH_AW1_N_D
モバイルコンピューティング	mobile|computing	M_OW1_B_AH0_L|K_AH0_M_P_Y_UW1_T_IH0_NG
ボイスチャット	voice|chat	V_OY1_S|CH_AE1_T
オートマティック	automatic	AO2_T_AH0_M_AE1_T_IH0_K
ボディートリートメント	body|treatment	B_AA1_D_IY0|T_R_IY1_T_M_AH0_N_T
ワーディング	wording	W_ER1_D_IH0_NG
インフォマック	info|mac	IH1_N_F_OW0|M_AE1_K
アイレットワーク	eyelet|work	AY1_L_AH0_T|W_ER1_K
ハヌカ	hanukkah	HH_AA1_N_AH0_K_AH0
ボディーライン	body|line	B_AA1_D_IY0|L_AY1_N
グラスハープ	glass|harp	G_L_AE1_S|HH_AA1_R_P
クリスチャン	christian	K_R_IH1_S_CH_AH0_N
アミュレット	amulet	AE1_M_Y_AH0_L_AH0_T
バトン	baton	B_AH0_T_AA1_N
ボディーガード	bodyguard	B_AA1_D_IY0_G_AA2_R_D
フォークリフト	forklift	F_AO1_R_K_L_IH2_F_T
グロッグ	grog	G_R_AA1_G
ライトノベル	light|novel	L_AY1_T|N_AA1_V_AH0_L
コーポレートハウス	corporate|house	K_AO1_R_P_ER0_AH0_T|HH_AW1_S
ハッシュドビーフ	hashed|beef	HH_AE1_SH_T|B_IY1_F
バイス	vise	V_AY1_S
メドック	medoc	M_EH2_D_AO1_K
ドライイースト	dry|yeast	D_R_AY1|Y_IY1_S_T
チェーンカッター	chain|cutter	CH_EY1_N|K_AH1_T_ER0
フジッリ	fusilli	F_Y_UW0_S_IH1_L_IY0
プロトタイプ	prototype	P_R_OW1_T_OW0_T_AY2_P
ティケット	ticket	T_IH1_K_AH0_T
スタンザ	stanza	S_T_AE1_N_Z_AH0
マロウ	mallow	M_AE1_L_OW0
トレンディー	trendy	T_R_EH1_N_D_IY0
モスグリーン	moss|green	M_AO1_S|G_R_IY1_N
モデルキッチン	model|kitchen	M_AA1_D_AH0_L|K_IH1_CH_AH0_N
クローバー	clover	K_L_OW1_V_ER0
トラクト	tract	T_R_AE1_K_T
サーミ	sami	S_AE1_M_IY0
アンダートーン	undertone	AH1_N_D_ER0_T_OW2_N
ディジェスチフ	digestive	D_AY0_JH_EH1_S_T_IH0_V
パリジェンヌ	parisienne	P_ER0_IH1_S_IY0_EH2_N
スクーリング	schooling	S_K_UW1_L_IH0_NG
ワインバー	wine|bar	W_AY1_N|B_AA1_R
コンタクトレンズ	contact|lens	K_AA1_N_T_AE2_K_T|L_EH1_N_Z
ディメンションメンバプロパティ	dimension|member|property	D_IH0_M_EH1_N_SH_AH0_N|M_EH1_M_B_ER0|P_R_AA1_P_ER0_T_IY0
プロセスインタフェースシステム	process|interface|system	P_R_AA1_S_EH2_S|IH1_N_T_ER0_F_EY2_S|S_IH1_S_T_AH0_M
シャドウキャビネット	shadow|cabinet	SH_AE1_D_OW2|K_AE1_B_AH0_N_AH0_T
インターリービング	interleaving	IH2_N_T_ER0_L_IY1_V_IH0_NG
エリスロポエチン	erythropoietin	EH0_R_IH2_TH_R_AH0_P_OY1_T_IH0_N
アタッチファイル	attach|file	AH0_T_AE1_CH|F_AY1_L
ホールケーキ	whole|cake	HH_OW1_L|K_EY1_K
アーチャン	urchin	ER1_CH_AH0_N
オフタイム	off|time	AO1_F|T_AY1_M
デッキチェアー	deck|chair	D_EH1_K|CH_EH1_R
シアトリカル	theatrical	TH_IY0_AE1_T_R_IH0_K_AH0_L
チェイン	chain	CH_EY1_N
セミコンダクタ	semiconductor	S_EH2_M_IY0_K_AH0_N_D_AH1_K_T_ER0
ラディッシュ	radish	R_AE1_D_IH0_SH
エキスプレッション	expression	IH0_K_S_P_R_EH1_SH_AH0_N
バレット	balletto	B_AE2_L_EH1_T_OW0
コンバットチーム	combat|team	K_AA1_M_B_AE0_T|T_IY1_M
フラッシュライト	flashlight	F_L_AE1_SH_L_AY2_T
コマンド	command	K_AH0_M_AE1_N_D
ロー	law	L_AO1
エアー	air	EH1_R
ズームアップ	zoom|up	Z_UW1_M|AH1_P
ヌーボーロマン	nouveau|roman	N_UW2_V_OW1|R_OW1_M_AH0_N
サブノート	sub|note	S_AH1_B|N_OW1_T
デジュールスタンダード	de|jure|standard	D_IY1|JH_UH1_R|S_T_AE1_N_D_ER0_D
オーバーレイネットワーク	overlay|network	OW1_V_ER0_L_EY2|N_EH1_T_W_ER2_K
アイロン	iron	AY1_ER0_N
アイコンエディタ	icon|editor	AY1_K_AA0_N|EH1_D_AH0_T_ER0
ホース	force	F_AO1_R_S
ジレンマ	dilemma	D_IH0_L_EH1_M_AH0
ハッシュ	hash	HH_AE1_SH
ウェットフライ	wet|fly	W_EH1_T|F_L_AY1
スンニ	sunni	S_UW1_N_IY0
ブレッド	bread	B_R_EH1_D
ディプロマ	diploma	D_IH0_P_L_OW1_M_AA0
シンクロニック	synchronic	S_IH0_NG_K_R_AA1_N_IH0_K
プレーイングマネージャー	playing|manager	P_L_EY1_IH0_NG|M_AE1_N_AH0_JH_ER0
バスアービトレーション	bus|arbitration	B_AH1_S|AA2_R_B_IH0_T_R_EY1_SH_AH0_N
フューチャー	future	F_Y_UW1_CH_ER0
アウスト	oust	AW1_S_T
ナショナルリーグ	national|league	N_AE1_SH_AH0_N_AH0_L|L_IY1_G
ジーンズジャンパー	jean|jumper	JH_IY1_N|JH_AH1_M_P_ER0
コンピューターウィルス	computer|virus	K_AH0_M_P_Y_UW1_T_ER0|V_AY1_R_AH0_S
デポ	depot	D_IY1_P_OW0
カンター	canter	K_AE1_N_T_ER0
ケーゲル	kegel	K_EH1_JH_AH0_L
カーボランダム	carborundum	K_AA2_R_B_ER0_AH1_N_D_AH0_M
コミューター	commuter	K_AH0_M_Y_UW1_T_ER0
ステーションブレーク	station|break	S_T_EY1_SH_AH0_N|B_R_EY1_K
コンパイラコンパイラ	compiler|compiler	K_AH0_M_P_AY1_L_ER0|K_AH0_M_P_AY1_L_ER0
ノイブルガー	neuburger	N_UW1_B_ER0_G_ER0
フィクサー	fixer	F_IH1_K_S_ER0
マレ	male	M_EY1_L
アクアカルチャー	aquaculture	AE1_K_W_AH0_K_AH2_L_CH_ER0
ウエットクリーニング	wet|cleaning	W_EH1_T|K_L_IY1_N_IH0_NG
ハイクオリティ	high|quality	HH_AY1|K_W_AA1_L_AH0_T_IY0
データインスタンス	data|instance	D_EY1_T_AH0|IH1_N_S_T_AH0_N_S
ハリバット	halibut	HH_AE1_L_AH0_B_AH0_T
コントロールファイル	control|file	K_AH0_N_T_R_OW1_L|F_AY1_L
カントゥアー	contour	K_AA1_N_T_UH2_R
ビデオプリンタ	video|printer	V_IH1_D_IY0_OW0|P_R_IH1_N_T_ER0
デジタルデバイド	digital|divide	D_IH1_JH_AH0_T_AH0_L|D_IH0_V_AY1_D
フィルムスピード	film|speed	F_IH1_L_M|S_P_IY1_D
シビルミニマム	civil|minimum	S_IH1_V_AH0_L|M_IH1_N_AH0_M_AH0_M
アグリカルチャー	agriculture	AE1_G_R_IH0_K_AH2_L_CH_ER0
ラムウール	lamb|wool	L_AE1_M|W_UH1_L
アーンドラン	earned|run	ER1_N_D|R_AH1_N
ファージング	farthing	F_AA1_R_DH_IH0_NG
